job_title,company_name,company_page,location,job_type,Experience Level,Yrs of Exp,skills
Digital Marketing Manager,RUSHBRUSH INC -,https://wuzzuf.net/jobs/careers/RUSHBRUSH-INC-Egypt-28872,"Cairo, Egypt",Full Time / Hybrid,Manager,3 - 7 Yrs of Exp,"['Marketing/PR/Advertising', 'Sales/Retail', 'E-Commerce', 'Google Analytics', 'Media Buying', 'Marketing', 'Google Ads', 'E-Marketing', 'digital marketing', 'Digital Marketing']"
Human Resources Generalist,o2 Media Group -,https://wuzzuf.net/jobs/careers/Media-Group-Egypt-26163,"Dokki, Giza, Egypt",Full Time / On-site,Experienced,4 - 7 Yrs of Exp,"['Human Resources', 'HR', 'Human Resources (HR)', 'Human Resources', 'Employee Relations', 'Recruitment', 'Personnel', 'Compensation', 'Compensation and Benefits', 'Microsoft Office']"
Odoo Developer - Full Time,Aldabboos Group     -,https://wuzzuf.net/jobs/careers/Aldabboos Group-Egypt-100921,"Sheraton, Cairo, Egypt",Full Time / Hybrid,Experienced,3 - 5 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Development', 'Odoo', 'Python', 'Mobile Development', 'REST', 'Software', 'Information Technology (IT)']"
Junior Business Development Representative,DeepIris -,https://wuzzuf.net/jobs/careers/deepiris-egypt-128322,"Cairo, Egypt",Internship / Remote,Entry Level,Business Development,"['Business Development', 'B2B Sales', 'Growth Hacking', 'business', 'CRM', 'English', 'HubSpot', 'Internet', 'Marketing']"
Senior Business Development Executive - SaaS HRMS,Mawared Hr system -,https://wuzzuf.net/jobs/careers/Mawared-Hr-system-Egypt-123446,"Mohandessin, Giza, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Business Development', 'Sales/Retail', 'B2B', 'Business Development', 'Communication', 'CRM', 'Sales', 'sales skills', 'Sales Target', 'Software Sales']"
Media buyer,7tec -,https://wuzzuf.net/jobs/careers/7tec-Egypt-121000,"Cairo, Egypt",Freelance / Project / Part Time / Remote,Experienced,1 - 3 Yrs of Exp,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Buyer', 'Communication', 'Advertising', 'Planning', 'Digital', 'Digital Marketing', 'digital media', 'Marketing']"
Media buyer,Mazaya -,https://wuzzuf.net/jobs/careers/Mazaya-Egypt-16975,"New Cairo, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Marketing/PR/Advertising', 'buying', 'Communication', 'Advertising', 'Digital', 'Digital Marketing', 'digital media', 'digital marketing', 'Marketing', 'google']"
Oracle Operation Control & Reporting,Global Food Investment -,https://wuzzuf.net/jobs/careers/-23438,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Experienced,2+ Yrs of Exp,"['Accounting/Finance', 'Banking', 'Oracle', 'Reporting', 'ACCA', 'Accounting', 'Auditing', 'Computer Science', 'Finance', 'Operations']"
CRM Specialist,VIP RENT A CAR - L.L.C -,https://wuzzuf.net/jobs/careers/VIP car a rent-United Arab Emirates-118833,"Cairo, Egypt",Full Time / Remote,Experienced,2+ Yrs of Exp,"['IT/Software Development', 'Marketing/PR/Advertising', 'CRM System', 'Automation', 'Communication', 'Computer Science', 'CRM', 'CRM Systems', 'Information Technology (IT)']"
Export Sales Supervisor,International Food & Consumable Goods - Egypt S.A.E -,https://wuzzuf.net/jobs/careers/International-Food---Consumable-Goods---Egypt-S-A-E-Egypt-27978,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,5 - 7 Yrs of Exp,"['females_preferred', 'Manufacturing/Production', 'Sales/Retail', 'FMCG', 'Export Sales', 'Sales', 'Export']"
real estate sales Director,UDC REAL ESTATE DEVELOPMENT -,https://wuzzuf.net/jobs/careers/-118537,"Cairo, Egypt",Freelance / Project / Full Time / On-site,Manager,10 - 20 Yrs of Exp,"['Operations/Management', 'Experience', 'Real Estate', 'sales skills', 'Communication', 'Sales Target']"
HR - Concierge,Intouch CX  -,https://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 2 Yrs of Exp,"['Human Resources', 'Communication skills', 'HR', 'Human Resources (HR)', 'Labor', 'Labor Laws', 'Recruitment', 'Personal', 'Communication', 'Personnel']"
Business Analyst,Naguib Selim -,https://wuzzuf.net/jobs/careers/Naguib-Selim-Egypt-42480,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,3 - 7 Yrs of Exp,"['Analyst/Research', 'business', 'Analysis', 'Business Analysis', 'Information Technology (IT)', 'SQL', 'Computer Science', 'IT']"
Product Owner,Confidential -,,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 7 Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Product Owner', 'Agile', 'Computer Science', 'Product', 'Information Technology (IT)', 'Software Development', 'Scrum', 'Communication']"
Marketplace Development Specialist,HIGHBASE TRADING W.L.L -,https://wuzzuf.net/jobs/careers/HIGHBASE TRADING W.L.L-Egypt-112707,"Cairo, Egypt",Full Time / Remote,Experienced,3 - 5 Yrs of Exp,"['Business Development', 'Customer Service/Support', 'Sales/Retail', 'Business Development', 'Marketing Research', 'Customer Relations', 'Vendor Management']"
Senior General Ledger Accountant,Orient -,https://wuzzuf.net/jobs/careers/Orient-Egypt-17201,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,5 - 7 Yrs of Exp,"['Accounting/Finance', 'Initiative and continuous improvement mindset Ethical and professional behavior', 'Leadership and team supervision', 'Attention to detail and accuracy', 'Analytical thinking and problem-solving', 'Time management under pressure', 'ERP', 'excel', 'General Ledger', 'Accounting']"
Human Resources Generalist,Nano Shield -,https://wuzzuf.net/jobs/careers/NanoShield-4855,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['females_only', 'Human Resources', 'HR', 'Human Resources', 'Human Resources (HR)', 'Payroll', 'Recruitment']"
Senior Flutter developer,Rahala -,https://wuzzuf.net/jobs/careers/-117259,"Giza, Egypt",Full Time / On-site,Experienced,4 - 8 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'developer', 'flutter', 'Flutter developer', 'senior', 'RESTful APIs', 'Dart', 'APIs', 'Computer Science']"
Senior Sharepoint Developer,SGS-UAE -,https://wuzzuf.net/jobs/careers/SGS-UAE-Egypt-60736,"Cairo, Egypt",Full Time / On-site,Experienced,7 - 15 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Sharepoint Development', 'Sharepoint', 'sharepoint online', 'Information Technology (IT)', 'Computer Science', 'Software Development']"
Operations Manager,Maxevia Corporate -,https://wuzzuf.net/jobs/careers/MAC-Gym-Egypt-28638,"Manial, Cairo, Egypt",Full Time / On-site,Manager,3 - 5 Yrs of Exp,"['females_only', 'Administration', 'Installation/Maintenance/Repair', 'Operations/Management', 'business', 'Business Administration', 'Communication skills', 'Operations', 'Office management', 'Administration', 'Budgeting']"
Information Security Section Head,Nahdet Misr Publishing Group -,https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,"Mohandessin, Giza, Egypt",Full Time / On-site,Manager,10 - 20 Yrs of Exp,"['Business Development', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer', 'Information Technology (IT)', 'ISO', 'Computer Engineering', 'Computer Science', 'Engineering', 'Management']"
Senior Business Development Executive,Nile Air -,https://wuzzuf.net/jobs/careers/Nile-Air-Egypt-29694,"Heliopolis, Cairo, Egypt",Full Time / On-site,Experienced,5 - 8 Yrs of Exp,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Communication', 'business', 'Communication skills', 'Project Management', 'Negotiation', 'Sales']"
QHSE Manager,Masria Digital Payment (MDP) -,https://wuzzuf.net/jobs/careers/Masria-Card-Egypt-12728,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Manager,5 - 10 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'ISO 14001', 'ISO 9001', 'Iso 45001', 'QHSE', 'ISO', 'HSE', 'quality', 'Quality Control']"
Quality Control Supervisor,AJE -,https://wuzzuf.net/jobs/careers/AJE-Egypt-25050,"Giza, Egypt",Full Time / On-site,Experienced,7 - 10 Yrs of Exp,"['Manufacturing/Production', 'Agriculture', 'FMCG', 'Quality Control', 'Manufacturing', 'Quality Assurance', 'Food Safety Management System', 'HACCAP', 'Beverages']"
Logistics vice Manager,EUP  -,https://wuzzuf.net/jobs/careers/EUP-Egypt-97390,"Nasr City, Cairo, Egypt",Full Time / On-site,Manager,5 - 8 Yrs of Exp,"['Logistics/Supply Chain', 'Operations/Management', 'Purchasing/Procurement', 'English', 'Logistics', 'Management', 'Supply Chain', 'supply chain management']"
Senior Accountant,Nassar Group -,https://wuzzuf.net/jobs/careers/Nassar-Group-Egypt-16430,"Qalyub, Qalubia, Egypt",Full Time / On-site,Experienced,5+ Yrs of Exp,"['males_only', 'Accounting/Finance', 'Accounting', 'Accounting Software', 'Accounts Receivable', 'excel', 'Financial Analysis', 'SAP', 'Receivable', 'Accounts', 'Finance']"
Sales & Marketing Executive,ATX -,https://wuzzuf.net/jobs/careers/atx-egypt-128231,"Nasr City, Cairo, Egypt",Freelance / Project / Full Time / Hybrid,Entry Level,0 - 3 Yrs of Exp,"['Sales/Retail', 'Lighting', 'Interior Design', 'business', 'Communication', 'Management', 'Market Research', 'Marketing', 'Sales', 'sales skills']"
IT Help Desk Officer,Global Academic Foundation Hosting University of Hertfordshire UH -,https://wuzzuf.net/jobs/careers/Global-University-Egypt-52138,"New Capital, Cairo, Egypt",Full Time / On-site,Entry Level,4 - 5 Yrs of Exp,"['IT/Software Development', 'Communication skills', 'Computer Systems', 'English', 'Help desk', 'Information Technology (IT)', 'IT', 'technical', 'Windows', 'Installation']"
Digital Marketing Specialist – (Restaurants Industry ),Confidential -,,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Digital', 'Digital Marketing', 'digital marketing', 'Digital Marketing Specialist', 'E-Marketing', 'Marketing', 'Industry']"
Telesales Agent,ADS | Foodhub  -,https://wuzzuf.net/jobs/careers/ADS | Foodhub-Egypt-119027,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['males_only', 'Customer Service/Support', 'Sales/Retail', 'Telesales', 'sales', 'inbound sales', 'Communication', 'CRM', 'Customer Service', 'Fluent in English', 'sales skills']"
Sales Business Developer,Gulf Data International  -,https://wuzzuf.net/jobs/careers/Gulf-Data-International-Egypt-17379,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['Business Development', 'Customer Service/Support', 'Sales/Retail', 'business', 'Communication', 'Communication skills', 'Computer Science', 'Customer Service', 'English', 'Sales']"
Marketing Executive,Carofi -,https://wuzzuf.net/jobs/careers/Carofi-Egypt-107712,"New Cairo, Cairo, Egypt",Full Time / Hybrid,Entry Level,1 - 2 Yrs of Exp,"['Marketing/PR/Advertising', 'Marketing', 'digital marketing', 'SEO', 'Social Media', 'media', 'Digital', 'Communication', 'Market Research', 'SEM']"
Operations Analyst,Brand Connection -,https://wuzzuf.net/jobs/careers/-113096,"New Cairo, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Operations/Management', 'Analyst/Research', 'Sales/Retail', 'Analysis', 'Analyst', 'Customer Support', 'Information Technology (IT)', 'Operations']"
AI Specialist,Alwadi Holding -,https://wuzzuf.net/jobs/careers/Alwadi-Holding-Egypt-77854,"Mohandessin, Giza, Egypt",Full Time / Hybrid,Experienced,1 - 3 Yrs of Exp,"['IT/Software Development', 'AI', 'Computer Science']"
Supply Chain Coordinator,Global Tires Trading and Distribution  -,https://wuzzuf.net/jobs/careers/Global-tires-Egypt-110948,"New Cairo, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 2 Yrs of Exp,"['Logistics/Supply Chain', 'Operations/Management', 'Purchasing/Procurement', 'chain', 'Coordinator', 'Logistics', 'Procurement', 'Purchasing', 'Supply', 'Supply Chain']"
TPM Senior Engineer,K Line Europe -,https://wuzzuf.net/jobs/careers/-92966,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,3+ Yrs of Exp,"['Engineering - Mechanical/Electrical', 'Electrical', 'Mechanical', 'Manufacturing', 'Maintenance', 'TPM']"
IBM Software Presales Specialist,Mantrac -,https://wuzzuf.net/jobs/careers/Mantrac-Egypt-27769,"Giza, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['IT/Software Development', 'Information Technology (IT)', 'Ibm', 'Software', 'Sales', 'Software Solutions', 'Sales Field', 'Sales Target']"
Community Manager,Startup Gate -,https://wuzzuf.net/jobs/careers/startup-gate-egypt-128204,"Cairo, Egypt",Full Time / Hybrid,Experienced,2 - 4 Yrs of Exp,"['Marketing/PR/Advertising', 'Communication skills', 'Microsoft Office', 'English', 'media', 'Social Media', 'Arabic', 'business', 'Communication', 'Management']"
Planning Specialist,Asfour for Mining and Refractories -,https://wuzzuf.net/jobs/careers/Asfour-for-Mining-and-Refractories-Egypt-16058,"Tebin, Cairo, Egypt",Full Time / On-site,Experienced,3 - 7 Yrs of Exp,"['Manufacturing/Production', 'Planning', 'Business Analysis', 'Analysis', 'Planning Specialist', 'Forecasting', 'Supply Chain', 'ERP', 'Communication', 'Communication skills']"
Electro-Mechanical Engineer,AL AHRAM ENERGY SOLUTIONS LLC -,https://wuzzuf.net/jobs/careers/al-ahram-energy-solutions-llc-united-arab-emirates-129008,"Cairo, Egypt",Full Time / On-site,Experienced,5 - 7 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Electro-Mechanical', 'Power Plant']"
Planning Engineer (Substations division),Energya Cables -,https://wuzzuf.net/jobs/careers/Energya-Cables-Egypt-49741,"Heliopolis, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 3 Yrs of Exp,"['Engineering - Mechanical/Electrical', 'Engineering', 'Planning', 'Project Control']"
HR & Admin Coordinator,Confidential -,,"Sheraton, Cairo, Egypt",Full Time / On-site,Entry Level,2 - 4 Yrs of Exp,"['Administration', 'Human Resources', 'Marketing/PR/Advertising', 'Administration', 'Human Resources', 'Labor']"
Accountant,Lootah for Agriculture Investment -,https://wuzzuf.net/jobs/careers/lootah-for-agriculture-investment-egypt-129028,"Haram, Giza, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['males_only', 'Accounting/Finance', 'Accounting', 'Finance', 'MS Excel', 'Accounting Software', 'Financial Management', 'Financial Analysis', 'General Ledger', 'CMA', 'CPA']"
Internal Audit Team Leader,Kandil Glass -,https://wuzzuf.net/jobs/careers/Kandil-Industries-Egypt-6195,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,Manager,7 - 10 Yrs of Exp,"['Accounting/Finance', 'ISO Audit', 'Auditing', 'Accounting', 'auditor', 'Certified Internal Auditor', 'CIA', 'Commerce', 'Finance', 'Financial Analysis']"
QA Documentation Officer,APEX Pharma -,https://wuzzuf.net/jobs/careers/APEX-Pharma-Egypt-26371,"Badr City, Cairo, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['R&D/Science', 'Quality', 'QA', 'GMP', 'quality', 'Quality Assurance', 'GDP', 'Pharmacy', 'Science', 'Communication skills']"
Odoo Implementer,SERA Group -,https://wuzzuf.net/jobs/careers/SERA-Mattress---Furniture--Egypt-18525,"Obour City, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 2 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
French (british) middle school Teacher,Green Heights International Schools -,https://wuzzuf.net/jobs/careers/Green-Heights-International-School-Egypt-4440,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Education/Teaching', 'Communication', 'Education', 'french', 'Teaching', 'School', 'French Teaching']"
Supply Chain Specialist,Audio Technology -,https://wuzzuf.net/jobs/careers/Audio-Technology-Egypt-42814,"Sheraton, Cairo, Egypt",Full Time / On-site,Experienced,3+ Yrs of Exp,"['Logistics/Supply Chain', 'Operations/Management', 'Purchasing/Procurement', 'Communication skills', 'negotiation skills', 'Logistics', 'English', 'Supply Chain', 'Purchasing']"
Accountant,Elaskary&Associates -,https://wuzzuf.net/jobs/careers/Elaskary&Associates-Egypt-115141,"Fleming, Alexandria, Egypt",Full Time / On-site,Experienced,1 - 3 Yrs of Exp,"['females_only', 'Accounting/Finance', 'accountant', 'Finance']"
Export Sales Manager (Fresh Fruits ),El Banna Group Company -,https://wuzzuf.net/jobs/careers/Zeta-Pharma-Egypt-14317,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Manager,10 - 15 Yrs of Exp,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Export', 'fruits', 'Sales', 'Negotiation', 'exports', 'Customer Service']"
Sales Administrator,nakhel elshorbagy -,https://wuzzuf.net/jobs/careers/-127652,"Giza, Egypt",Full Time / On-site,Entry Level,1+ Yrs of Exp,"['Administration', 'Sales/Retail', 'Sales', 'sales skills', 'Business Administration', 'Sales Target', 'Sales Field', 'Sales Planning', 'Sales Plan']"
Accountant,Sprint Trading -,https://wuzzuf.net/jobs/careers/sprint-trading-egypt-129071,"Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Accounting Software', 'excel']"
Senior Personnel & Payroll Specialist,ECC Group -,https://wuzzuf.net/jobs/careers/Egyptian-Cultural-Center-Egypt-17801,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,5+ Yrs of Exp,"['Administration', 'Human Resources', 'Administration', 'Business Administration', 'HR', 'Human Resources', 'Human Resources (HR)', 'Labor Law', 'Law', 'Microsoft Excel']"
Sr.Team Lead - Legal Affairs,Almosafer -,https://wuzzuf.net/jobs/careers/Almosafer-Egypt-19271,"Mohandessin, Giza, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['Legal', 'Operations/Management', 'Corporate Law', 'Tax Law', 'Labour Law', 'Social Insurance Law', 'Employment Law', 'Commercial Law', 'Legal Affairs', 'Legal Documents']"
Financial Reporting & Analysis Lead,Bayt El Khebra -,https://wuzzuf.net/jobs/careers/-22269,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,7 - 10 Yrs of Exp,"['males_only', 'Accounting/Finance', 'CMA', 'Financial', 'Financial Analysis', 'IFRS', 'Accounting', 'Accounting Systems']"
Sales Representative (Giza),Soficopharm -,https://wuzzuf.net/jobs/careers/Soficopharm-Egypt-27731,"Maadi, Cairo, Egypt",Full Time / Remote,Experienced,3 - 5 Yrs of Exp,"['Sales/Retail', 'Sales', 'sales skills', 'Sales Target']"
